market_id,question,liquidity_tier,category,status,n_points,coverage
1308008,"Bitcoin Up or Down - February 2, 11AM ET",mid,Crypto,ok,3032,0.7018518518518518
1672992,"Will the price of Bitcoin be above $60,000 on March 28?",mid,Crypto,ok,4319,0.9997685185185186
1473059,"Will Ethereum reach $3,200 in March?",mid,Crypto,ok,4309,0.9974537037037037
555061,Ethereum Up or Down on June 25?,mid,Crypto,ok,3034,0.7023148148148148
1373526,"Will the price of Bitcoin be above $66,000 on February 20?",mid,Crypto,ok,4319,0.9997685185185186
1092481,"Jerome Powell out as Fed Chair by March 31, 2026?",mid,Economy/Business,ok,4309,0.9974537037037037
675504,Will NVIDIA (NVDA) beat quarterly earnings?,mid,Economy/Business,ok,4316,0.9990740740740741
1345914,"Will Kevin Warsh be formally nominated to be Chair of the Federal Reserve by February 18, 2026?",mid,Economy/Business,ok,4318,0.999537037037037
515939,Israel and Saudi Arabia normalize relations before April?,mid,Other,ok,4320,1.0
568711,Will Hao-Tong Li win the 2026 Masters tournament?,mid,Other,ok,4317,0.9993055555555556
1340487,"Will Elon Musk post 115-139 tweets from February 7 to February 9, 2026?",mid,Other,ok,4318,0.999537037037037
1369878,"Will Elon Musk post 90-114 tweets from February 14 to February 16, 2026?",mid,Other,ok,4318,0.999537037037037
929154,Lighter Airdrop on December 28?,mid,Other,ok,4318,0.999537037037037
1155218,Spread: Warriors (-7.5),mid,Other,ok,1975,0.45717592592592593
1087520,Will Casper Ruud win the 2026 Men's French Open?,mid,Other,ok,4283,0.9914351851851851
2161585,"Will Elon Musk post 60-79 tweets from May 8 to May 15, 2026?",mid,Other,ok,4312,0.9981481481481481
939164,Will AC Milan win on 2025-12-28?,mid,Other,ok,4318,0.999537037037037
1400681,Spread: Cavaliers (-5.5),mid,Other,ok,1469,0.3400462962962963
521703,Will Trump issue an executive order on February 4?,mid,Other,ok,4320,1.0
4016662,Will Paris Saint-Germain FC win on 2026-09-13?,mid,Other,ok,4294,0.9939814814814815
568697,Will Gary Woodland win the 2026 Masters tournament?,mid,Other,ok,4317,0.9993055555555556
253891,Trump margin of victory in New Hampshire Primary >15%,mid,Other,ok,4320,1.0
525060,Will there not be a new Pope in 2025?,mid,Other,ok,4320,1.0
503990,Will Hillary Clinton be the Democratic Presidential Nominee?,mid,Politics,ok,4320,1.0
563718,Will Andrónico Rodríguez win the most votes in the first round of the 2025 Bolivia presidential election?,mid,Politics,ok,4320,1.0
1193230,Will Anže Logar be the next Prime Minister of Slovenia?,mid,Politics,ok,4283,0.9914351851851851
255061,Will a Republican win California Presidential Election?,mid,Politics,ok,4314,0.9986111111111111
502741,Will Ahsha Safai win the San Francisco Mayoral Election?,mid,Politics,ok,4320,1.0
518559,Will the Tampa Bay Lightning win the 2025 President’s Trophy?,mid,Politics,ok,4320,1.0
500513,Will a candidate from another party win New Mexico Presidential Election?,mid,Politics,ok,4314,0.9986111111111111
523343,Ukraine election called in 2025?,mid,Politics,ok,4320,1.0
525830,Will 9 justices on South Korea's Constitutional Court vote for Yoon's impeachment before May?,mid,Politics,ok,4320,1.0
504602,Trump-Vance Republican ticket on election day?,mid,Politics,ok,4320,1.0
512819,Will Micheal Martin be the next Prime Minister of Ireland?,mid,Politics,ok,4320,1.0
529268,Will the PPC win 3 seats in the next Canadian Election?,mid,Politics,ok,4320,1.0
841066,Spread: Rockets (-9.5),mid,Science/Tech,ok,449,0.10393518518518519
682022,Kings vs. Grizzlies,mid,Sports,ok,4316,0.9990740740740741
579133,Royals vs. Tigers,mid,Sports,ok,2629,0.6085648148148148
1408496,T20 World Cup: Sri Lanka vs Pakistan,mid,Sports,ok,4307,0.9969907407407408
2053174,LoL: Ultra Prime vs EDward Gaming (BO3) - LPL Group Nirvana,mid,Sports,ok,4311,0.9979166666666667
2923353,Dota 2: Team Spirit vs Team Liquid - Game 1 Winner,mid,Sports,ok,1318,0.3050925925925926
2371661,Dota 2: Aurora vs Team Liquid (BO1) - BLAST Slam Group Stage,mid,Sports,ok,1143,0.26458333333333334
539905,Magic vs. Celtics,mid,Sports,ok,3211,0.743287037037037
1472583,LoL: Cloud9 vs LYON (BO5) - LCS Lock In Playoffs,mid,Sports,ok,1547,0.35810185185185184
992866,Chelsea FC vs. AFC Bournemouth: O/U 3.5,mid,Sports,ok,4320,1.0
1320233,Golden Knights vs. Penguins,mid,Sports,ok,4316,0.9990740740740741
1308322,Jets vs. Ducks,mid,Sports,ok,4303,0.9960648148148148
1837779,Bulls vs. Knicks: O/U 237.5,mid,Sports,ok,1674,0.3875
1349699,Rockets vs. Thunder: O/U 213.5,mid,Sports,ok,1435,0.33217592592592593
2326464,Tunisia vs. Japan: Both Teams to Score,mid,Sports,ok,4285,0.9918981481481481
825508,Counter-Strike: FaZe vs TheMongolz (BO1),mid,Sports,ok,1089,0.2520833333333333
3030617,"Ethereum Up or Down - July 23, 12:05PM-12:10PM ET",niche,Crypto,ok,1438,0.33287037037037037
2015863,"Ethereum Up or Down - April 19, 2:05PM-2:10PM ET",niche,Crypto,ok,1437,0.3326388888888889
2427313,"Ethereum Up or Down - June 4, 8:10AM-8:15AM ET",niche,Crypto,ok,1398,0.3236111111111111
2577085,"Ethereum Up or Down - June 18, 1:05AM-1:10AM ET",niche,Crypto,ok,1187,0.2747685185185185
1752847,"Will Ethereum reach $2,100 on March 28?",niche,Crypto,ok,1569,0.36319444444444443
2375011,"Ethereum Up or Down - May 28, 9:30PM-9:35PM ET",niche,Crypto,ok,1437,0.3326388888888889
600416,"Solana Up or Down - September 18, 4PM ET",niche,Crypto,ok,3309,0.7659722222222223
1401850,"Ethereum Up or Down - February 21, 6:30AM-6:35AM ET",niche,Crypto,ok,1437,0.3326388888888889
1063983,"Bitcoin Up or Down - December 31, 1:30AM-1:45AM ET",niche,Crypto,ok,1459,0.33773148148148147
1810905,"Ethereum Up or Down - April 1, 5:00PM-5:05PM ET",niche,Crypto,ok,1434,0.33194444444444443
1890827,"Solana Up or Down - April 7, 9:10AM-9:15AM ET",niche,Crypto,ok,1434,0.33194444444444443
668633,"Solana Up or Down - November 8, 7PM ET",niche,Crypto,ok,3015,0.6979166666666666
2542861,"Ethereum Up or Down - June 15, 7:40AM-7:45AM ET",niche,Crypto,ok,1438,0.33287037037037037
1692116,"Will the price of Bitcoin be between $78,000 and $80,000 on March 30?",niche,Crypto,ok,4317,0.9993055555555556
2941865,"Ethereum Up or Down - July 16, 9:45PM-9:50PM ET",niche,Crypto,ok,1436,0.33240740740740743
647166,"Will Dell say ""Nvidia"" 5+ times during earnings call?",niche,Economy/Business,ok,4320,1.0
3094207,"Will Trump say ""Stock Market"" during Michigan remarks?",niche,Economy/Business,ok,4136,0.9574074074074074
646424,Will the #1 album have between 90 thousand and 95 thousand pure sales for the week ending October 24?,niche,Entertainment/Culture,ok,596,0.13796296296296295
522900,"Will Zoe Saldaña win Best Supporting Actress at the 2025 SAG Award for ""Emilia Pérez""?",niche,Entertainment/Culture,ok,4320,1.0
2587635,"Will ""Supergirl"" Opening Weekend Box Office be between 52m and 58m?",niche,Entertainment/Culture,ok,4320,1.0
959545,"XRP Up or Down - December 18, 6:15PM-6:30PM ET",niche,Other,ok,1317,0.30486111111111114
805534,Spread: Sabres (-1.5),niche,Other,ok,1443,0.33402777777777776
569396,Will Puebla win the 2025 Leagues Cup?,niche,Other,ok,4320,1.0
1771794,Will CD Leganés win on 2026-04-11?,niche,Other,ok,4309,0.9974537037037037
3313766,Spread: Real Salt Lake (-1.5),niche,Other,ok,4317,0.9993055555555556
3234488,Will the highest temperature in Chicago be between 68-69°F on August 1?,niche,Other,ok,3178,0.7356481481481482
1680770,Will the highest temperature in Ankara be 16°C on March 26?,niche,Other,ok,4311,0.9979166666666667
601967,Will Marseille finish first in UCL league phase?,niche,Other,ok,4320,1.0
2009559,Exact Score: Real Betis Balompié 1 - 0 Real Madrid CF?,niche,Other,ok,4311,0.9979166666666667
4010950,Will Aarhus GF win on 2026-09-13?,niche,Other,ok,4297,0.9946759259259259
1339896,"Will Trump say ""Big"" or ""Biggest"" or ""Bigly"" 10+ times during the announcement on Thursday?",niche,Other,ok,733,0.16967592592592592
3361529,Will Estudiantes de Merida win on 2026-08-06?,niche,Other,ok,2068,0.4787037037037037
1462525,"XRP Up or Down - March 1, 11PM ET",niche,Other,ok,3074,0.711574074074074
563605,Will Pump.fun dip to $0.005 before August?,niche,Other,ok,3221,0.7456018518518519
1992496,"XRP Up or Down - April 17, 12PM ET",niche,Other,ok,2648,0.6129629629629629
3532626,Will David Crowley win the Wisconsin Democratic Governor primary by 2–3%?,niche,Politics,ok,4316,0.9990740740740741
2144355,Counter-Strike: TDK vs INOX Division - Map 2 Winner,niche,Sports,ok,1084,0.25092592592592594
3011015,Counter-Strike: ex-RUSTEC vs Just Players - Map 2 Winner,niche,Sports,ok,984,0.22777777777777777
1081500,Charlotte 49ers vs. UTSA Roadrunners,niche,Sports,ok,4320,1.0
2971121,CA Talleres vs. CA Vélez Sarsfield: O/U 4.5,niche,Sports,ok,4241,0.981712962962963
3464933,Cruzeiro EC vs. CR Flamengo: O/U 9.5 Total Corners,niche,Sports,ok,4320,1.0
2718117,Mali vs. Uganda,niche,Sports,ok,4320,1.0
3655956,Chelsea FC vs. Brighton & Hove Albion FC: O/U 0.5,niche,Sports,ok,4315,0.9988425925925926
805634,FC Groningen vs. FC Volendam: O/U 3.5,niche,Sports,ok,4319,0.9997685185185186
1237864,Counter-Strike: Acend vs Bebop (BO3) - CCT Europe Series #14 Play-In Group B,niche,Sports,ok,2680,0.6203703703703703
1871369,Will Derby County FC vs. Sheffield United FC end in a draw?,niche,Sports,ok,4279,0.9905092592592593
679975,Will Bristol City FC vs. Leicester City FC end in a draw?,niche,Sports,ok,4320,1.0
2907181,Zhejiang Zhiye FC vs. Dalian Yingbo FC: O/U 4.5,niche,Sports,ok,4316,0.9990740740740741
1981810,Counter-Strike: Lavked vs Phantom - Map 2 Winner,niche,Sports,ok,1221,0.2826388888888889
3769299,"Will Coinbase Global, Inc. (COIN) hit (HIGH) $197.50 Week of August 24 2026?",niche,Sports,ok,4316,0.9990740740740741
3752776,Tamil Nadu Premier League: IDream Tiruppur Tamizhans vs SKM Salem Spartans,niche,Sports,ok,2450,0.5671296296296297
